ID externe,ID,Référence interne,Nom,Quantité en stock,Catégorie de produits/Nom,Fournisseurs,Prix d'achat,Prix de vente
__export__.product_template_21519_0c236a9c,21519,ENT0608,DRYER SHEETS SOUPLINE LINGETTES SECHE LINGE SOUPLINE,0.00,Non Food / Hygiene,CARREFOUR,3.09,0.00
__export__.product_template_23621_d3965c71,23621,BACHK078,DUCK BREAST -MAGRET FRAIS,0.00,Poultry,BOUCHERIE AGRICOLE,27.00,47.90
__export__.product_template_23647_3a6902bb,23647,FZDUCK-04,DUCK BREAST FROZEN  - PC MAGRET DE CANARD - PC,0.00,Frozen,CHARLES MARTIN,16.00,20.40
__export__.product_template_24655_3c3c97ec,24655,,"DUCK BREAST FROZEN ST ORENS - KG
MAGRET DE CANARD ST ORENS- KG",0.00,All,LES DÉLICES DE SAINT ORENS,16.82,39.00
__export__.product_template_25637_cdec7df4,25637,KOSHER82,DUCK BREASTS / MAGRET DE CANARD- KG   ,0.00,Special Diet,BON GOUT,26.99,67.30
__export__.product_template_20122_5f2bf805,20122,FOIEGRAS11,DUCK CONFIT (2 LEGS) -CONFITS DE CANARD (2 CUISSES),15.00,Poultry,LES DÉLICES DE SAINT ORENS,10.12,18.34
__export__.product_template_20120_c510b6e4,20120,FOIEGRAS18,DUCK CONFIT SAUSAGES WITH ESPELETTE -SAUCISSES DE CANARD CONFITES / ESPELETTE,0.00,Dry Goods,LES DÉLICES DE SAINT ORENS,10.85,18.01
__export__.product_template_20121_77ad36d3,20121,FOIEGRAS10,DUCK FAT ST ORENS 320G -GRAISSE DE CANARD ST ORENS 320G,1.00,Dry Goods,LES DÉLICES DE SAINT ORENS,3.65,8.34
__export__.product_template_23629_4ca5d3b7,23629,FOIEGRAS25,DUCK FOIE GRAS WITH FIGS - X2 FOIE GRAS DE CANARD FOURRÉ AUX FIGUES - X2,0.00,Fine Food Products,LES DÉLICES DE SAINT ORENS,9.50,29.00
__export__.product_template_20510_13c56655,20510,FOIEGRAS31,DUCK GIZZARDS CONFIT -CONFIT DE GÉSIERS DE CANARD 1/2,0.00,Dry Goods,ARCADYS (DUBERNET),19.43,0.00
__export__.product_template_21234_6718a964,21234,BONEMASTER04,"DUCK JUS ""BONEMASTER"" KG -JUS DE CANARDS ""BONEMASTER"" KG",27.00,Frozen,Morran'S International Grocery Store,17.55,34.49
__export__.product_template_23626_2dab65d1,23626,FOIEGRAS01,DUCK LEG CONFIT 230G -CONFIT DE CUISSE DE CANARD 230G,0.00,Poultry,LES DÉLICES DE SAINT ORENS,4.68,10.99
__export__.product_template_21661_b1724a0f,21661,ASI0071,DUCK POWDER ORANGE ORANGE EN POUDRE DE CANARD,0.00,Asian Products,ASIA FRERES,1.20,2.18
__export__.product_template_20124_08e077e5,20124,FOIEGRAS14,DUCK RILLETTE WITH FAT -RILLETTE DE CANARD AU FOIE GRAS,0.00,Dry Goods,LES DÉLICES DE SAINT ORENS,5.80,9.95
__export__.product_template_20504_887f564a,20504,FOIEGRAS32,DUCK RILLETTES 'DUBERNET' 125G -RILLETTES DE CANARD 'DUBERNET' 125G,8.00,Dry Goods,LES DÉLICES DE SAINT ORENS,2.43,5.78
__export__.product_template_20119_492fd4e0,20119,FOIEGRAS08,DUCK RILLETTES TERRINE 270G -RILLETTES DE CANARD TERRINE 270G,0.00,Fine Food Products,LES DÉLICES DE SAINT ORENS,6.55,11.18
__export__.product_template_20123_c1ce52df,20123,FOIEGRAS04,DUCK STUFFED NECK WITH 20% FOIE GRAS 400G -COU FARCI DE CANARD 20% FOIE GRAS 400G,0.00,Fine Food Products,LES DÉLICES DE SAINT ORENS,9.45,16.11
__export__.product_template_23670_1d736412,23670,KOSHER20,DUCK WHOLE KOSHER - KG CANARD ENTIER CACHER - KG,0.00,Special Diet,LILI KASH,13.90,21.09
__export__.product_template_23623_4c25d9c0,23623,DUCK0004,DUCKLING FILLET 180G X 2PC -FILET DE CANETTE 180G X 2PC,0.00,Poultry,BOUCHERIE AGRICOLE,17.38,0.00
__export__.product_template_20141_63fdd439,20141,KEREX002,DUKKAH - 40GR DUKKAH - 40GR,13.00,Dry Goods,KEREX (TERRE EXOTIQUE),4.60,8.90
__export__.product_template_22796_3d426e0f,22796,TEX0081,"DULCE DE LECHE CARAMEL 450GR
DULCE DE LECHE CARAMEL 450GR",0.00,Dry Goods,BRITSH  SMITHS,11.55,6.65
__export__.product_template_28460_ace41d1b,28460,,DURANGO CLASE AZUL MEZCAL 40°,0.00,All,LA TREILLE D'OR,433.00,650.00
__export__.product_template_28201_2138ad60,28201,,Diplomatico Rhum Planas 47° - 70 cl -,0.00,Alcohol & Spirits,METRO,21.48,32.22
__export__.product_template_28238_6b0e260a,28238,TEA0017,EARL GREY TEA DAMMANN - 50 BAGS,0.00,All,,0.00,38.00
__export__.product_template_22076_5c0eb2d1,22076,TEX0067,EAT NATURAL ALMOND/APRICOT 50GR EAT NATURAL AMANDE/ABRICOT 50GR,0.00,Dry Goods,BRITSH  SMITHS,1.48,6.90
__export__.product_template_22069_a6c2064f,22069,TEX0068,EAT NATURAL BRAZIL/ALMOND BAR BAG EAT NATURAL BRAZIL/AMANDE BARRE PKT,0.00,Dry Goods,BRITSH  SMITHS,4.25,6.87
__export__.product_template_28326_a210aeae,28326,,EAT NATURALLY APRICOTS RAISIN ALMAND PACK OF 3 X 40 G,0.00,All,CARREFOUR,3.90,7.41
__export__.product_template_28475_084a5921,28475,,EAU COCO 1L,0.00,All,,0.00,6.99
__export__.product_template_26227_55f1c2f1,26227,,EAU MONT ROUC 6X1L,0.00,All,,0.00,5.90
__export__.product_template_24946_a7a1dcb6,24946,,EBI SUSHI PANKO FROZEN 1 KG,0.00,All,,0.00,34.90
__export__.product_template_27467_3a959ce9,27467,KEREX094,ECHALOTE CISELEE 40G - CHOPPED SHALLOT 40G,18.00,All,KEREX (TERRE EXOTIQUE),2.50,5.00
__export__.product_template_22929_00d81bce,22929,FRM0148,ECHOURGNAC - PC Ã‰CHOURGNAC - PC,0.00,Eggs & Dairy,LA GRANDE CREMERIE,11.58,22.31
__export__.product_template_24255_5bd317d7,24255,CHCLT949,ECLAT DE VALRHONA CHOCOLATE - 1KG ECLAT DE VALRHONA - 1KG,0.00,Dry Goods,VALRHONA,18.27,31.18
__export__.product_template_26280_540527db,26280,,ECOVER DETERGENT 5L,0.00,All,,0.00,123.00
__export__.product_template_28669_eaa96d0f,28669,,ECOVER FABRIC CONDITIONER ZERO - 1L,0.00,All,EYS,5.50,11.00
__export__.product_template_28668_d1d377f9,28668,,ECOVER ZERO SENSITIVE - 1L,0.00,All,EYS,13.00,26.00
__export__.product_template_26023_2c64562c,26023,,ECOWORKS SANITIZER,0.00,All,,0.00,19.90
__export__.product_template_24111_eb7d12ed,24111,FRM0147,EDAM 1/2 BALL - KG EDAM 1/2 BOULE - KG,0.00,Eggs & Dairy,METRO,0.00,0.00
__export__.product_template_22866_f1761d09,22866,DAI0009,EDAM SLICED - 1KG EDAM TRANCHE - 1KG,0.00,Eggs & Dairy,METRO,9.30,17.67
__export__.product_template_24092_8ef959ae,24092,DAI1077,EDAM SLICED - 200G EDAM TRANCHE - 200G ,0.00,Eggs & Dairy,CARREFOUR,1.89,17.67
__export__.product_template_28488_6e74157c,28488,,EDAM SLICED - 200GR,0.00,All,,0.00,3.78
__export__.product_template_25604_6fae43b8,25604,KOSHER49,EDAM TRANCHE   ,0.00,Special Diet,BON GOUT,2.89,7.20
__export__.product_template_19739_95f9df43,19739,FZJAPAN02,EDAMAME GREEN JAP SOY - 500GR SOJA VERT EDAMAME JAP - 500GR,0.00,Frozen,ASIA FRERES,3.44,8.54
__export__.product_template_21167_48da60fe,21167,FZJAPAN05,EDAMAME PEELED - 454GR EDEMAME EPLUCHE - 454GR,0.00,Frozen,ASIA FRERES,2.79,0.00
__export__.product_template_22199_205ea3ac,22199,VEG094,EDIBLE FLOWERS MIXED - PUNNET FLEURS COMESTIBLES - BQT,0.00,Vegetables,LES HALLES TROTTEMANT,5.21,5.98
__export__.product_template_28186_bc500f58,28186,VEG0100,EDIBLE FLOWERS ROSE,0.00,All,METRO,11.98,11.98
__export__.product_template_19791_3c85475b,19791,PASTRY031,EDIBLE GLITTER - GOLD - 5GR EDIBLE GLITTER - GOLD - 5GR,0.00,Bakery Goods,CUISINE ADDICT,3.33,6.30
__export__.product_template_21323_e80be55f,21323,TEX0086,EDIBLES SILVER - BAG ARGENT ALIMENTAIRE - PKT,0.00,Fine Food Products,CHARRIER,6.95,9.24
__export__.product_template_24478_7dce80f2,24478,ASI0098,EEL SAUCE - 2LT SAUCE ANGUILLE - 2LT,0.00,Asian Products,ASIA FRERES,27.00,41.09
__export__.product_template_23320_05565552,23320,ASI0073,EEL SAUCE YUMMYTO - 200ML EEL SAUCE YUMMYTO - 200ML,0.00,Asian Products,ASIA FRERES,3.67,6.45
__export__.product_template_20516_42af6267,20516,ASI035,EGG NOODLE LARGE - 454G NOUILLES AUX OEUFS LARGE - 454G,0.00,Asian Products,ASIA FRERES,2.40,4.80
__export__.product_template_20517_28d75326,20517,ASI0069,EGG NOODLE THIN - 454G NOUILLE AUX OEUFS FINE - 454G,0.00,Asian Products,ASIA FRERES,3.26,4.43
__export__.product_template_24262_6af5521a,24262,BIO005,EGG REPLACER - 250G REMPLACEMENT D'OEUFS - 250G,0.00,Special Diet,METRO,6.59,0.00
__export__.product_template_21392_4d295c05,21392,ENT0262,EGG SLICER COUPE OEUFS RONDUELLE - PC,0.00,Non Food / Hygiene,METRO,12.57,0.00
__export__.product_template_23343_badbd959,23343,DAI0022,EGG WHITE PASTEURISED - 1L BLANC D'OEUFS LIQUIDE - 1L,0.00,Eggs & Dairy,METRO,7.04,18.83
__export__.product_template_26753_d97975ef,26753,,EGG WHITE POWDER 100G ,0.00,All,,0.00,15.90
__export__.product_template_23026_36d05dda,23026,DAI5798,EGG YOLK  - 1L JAUNE D'OEUF - 1L,0.00,Eggs & Dairy,METRO,7.15,13.59
__export__.product_template_22279_ae817b7c,22279,VEG183,EGGPLANT GRAFFITI - KG GRAFFITI AUBERGINE - KG,0.00,Vegetables,LES HALLES TROTTEMANT,3.19,6.06
__export__.product_template_23055_1c8998bd,23055,DAI4357,EGGS - 360 ŒUFS - 360,0.00,Eggs & Dairy,METRO,77.40,169.63
__export__.product_template_23051_cf57578e,23051,DAI0039,EGGS - 90 ŒUFS - 90,0.00,Eggs & Dairy,METRO,18.18,49.99
__export__.product_template_23075_3c62977f,23075,KOSHER31,EGGS 30PC KOSHER OEUFS 30PC CACHER,0.00,Special Diet,LILI KASH,3.12,5.92
__export__.product_template_27393_acc9a249,27393,DAI239,EGGS 6 PCS FREE RANGE - OEUFS PLEIN AIR 6PCS ,0.00,Eggs & Dairy,LA GRANDE CREMERIE,0.39,5.90
__export__.product_template_23012_02978538,23012,DAI0188,EGGS DUCK - 6 OEUFS DE CANE - 6,0.00,Eggs & Dairy,METRO,0.00,0.00
__export__.product_template_23056_6a7a97ce,23056,DAI569,EGGS EXTRA LARGE ORGANIC - 10 OEUFS EXTRA LARGE BIO - 10,0.00,Eggs & Dairy,CARREFOUR,3.20,6.08
__export__.product_template_23057_9f6efffc,23057,DAI700,EGGS LARGE - 180 OEUFS GROS - 180,0.00,Eggs & Dairy,METRO,40.14,90.97
__export__.product_template_23049_2310d5a5,23049,DAI0089,EGGS MEDIUM - 18 OEUF MOYEN - 19,0.00,Eggs & Dairy,CARREFOUR,4.32,8.21
__export__.product_template_23030_aa5a1045,23030,DAI756,EGGS MEDIUM - 6 OEUFS MOYEN - 6,0.00,Eggs & Dairy,METRO,1.64,3.12
__export__.product_template_23058_0ebb4fa1,23058,DAI768,EGGS ORGANIC - 18PC OEUFS BIO - 18PC,0.00,Eggs & Dairy,METRO,0.00,0.00
__export__.product_template_23059_38da7430,23059,DAI0031,EGGS ORGANIC - 30 OEUFS BIO - 30 ,0.00,Eggs & Dairy,METRO,12.52,25.02
__export__.product_template_22984_9524486b,22984,DAI0131,EGGS ORGANIC - 60 ŒUFS BIO - 60 ,0.00,Eggs & Dairy,METRO,0.25,41.64
__export__.product_template_23050_a80d21be,23050,DAI0032,EGGS QUAIL - 18 OEUFS DE CAILLE - 18,0.00,Eggs & Dairy,METRO,2.08,4.50
__export__.product_template_21289_e6ab17d4,21289,DAI0200,EGGS QUAIL COOKED - 48 OEUFS DE CAILLE CUITS - 48,0.00,Eggs & Dairy,METRO,9.90,34.26
__export__.product_template_28500_159a7ad0,28500,,EGGS X10 - OEUFS X10,0.00,All,,0.00,4.90
__export__.product_template_27170_27c62e4e,27170,ORIENT32,EGYPTIAN BEANS CALIFORNIA RECIPE CALIFORNIA GARDEN - FEVES RECETTE EGYPTIENNE ,2.00,International Foods,,0.00,5.97
__export__.product_template_24213_d3d38fa7,24213,PN054,EGYPTIAN BREAD - BAG PAIN Ã‰GYPTIEN - PKT,0.00,Bakery Goods,,0.00,4.99
__export__.product_template_20792_47feba12,20792,ORIENT29,"EGYPTIAN RECIPE FAVA BEAN ""CORTAS"" FEVES GOURGANES RECETTE EGYPTIENNE",0.00,International Foods,IBERCO,1.50,5.78
__export__.product_template_21991_5a2a8855,21991,ORIENT31,"EGYPTIAN RICE ""AL DOHA"" 900GR EGYTIAN RICE ""AL DOHA"" 900GR",14.00,International Foods,OCEAN PANTRY UK,6.32,26.35
__export__.product_template_21950_845cee58,21950,ORIENT25,EGYPTIAN SMALL NOODLE PETITES NOUILLES Ã‰GYPTIENNES,0.00,International Foods,KAZIDOMI,2.00,3.79
__export__.product_template_19499_91af9cf7,19499,SOSA38599,"ELASTIC ""SOSA"" - 550GR ELASTIQUE ""SOSA"" - 550GR",4.00,Sosa,VALRHONA,34.23,64.95
__export__.product_template_22103_8ae3286c,22103,NORD02,ELDER FLOWER VINEGAR - 200ML VINAIGRE DE FLEUR DE SUREAU - 200ML,0.00,Oils & Vinegars,HUILERIE BEAUJOLAISE,15.90,27.11
__export__.product_template_21795_2354d13a,21795,FRT075,ELDERBERRIES - PUNNET SURREAUX - BQT,0.00,Fruit,LES HALLES TROTTEMANT,0.00,0.00
__export__.product_template_23460_fd32dfcc,23460,DRK049,ELDERFLOWER CORDIAL - 700ML ELDERFLOWER CORDIAL - 700ML,0.00,Drinks,METRO,7.95,12.13
__export__.product_template_20288_199156ba,20288,ALAINJUS018,ELDERFLOWER LIME APPLE JUICE ORGANIC ALAIN MILLAT - 33CL FLEUR DE SUREAU CITRON VERT POMME BIO ALAIN MILLAIT - 33CL,0.00,Drinks,ALAIN MILLIAT,1.79,5.50
__export__.product_template_25112_7c0bb2c5,25112,,ELECTROLYTE SPORTS DRINK -1L,0.00,All,CARREFOUR,18.25,19.98
__export__.product_template_25937_a5ccc75a,25937,,ELLE DECO US,0.00,All,,0.00,21.50
__export__.product_template_25936_d027b17d,25936,,ELLE DECORATION FRANCE,0.00,All,,0.00,9.90
__export__.product_template_25935_2e2bbc1f,25935,,ELLE FRANCE,0.00,All,,0.00,5.50
__export__.product_template_23043_d49871f3,23043,TEX0135,ELMLEA DOUBLE CREAM - 284ML ELMLEA DOUBLE CRÃˆME - 284ML,0.00,Dry Goods,CARREFOUR,2.71,4.36
__export__.product_template_25417_8305d6c2,25417,,ELSEVE HAIR CONDITIONER,0.00,All,CARREFOUR,6.99,9.10
__export__.product_template_22905_2d846f2d,22905,DAI7689,EMMENTAL - 250G EMMENTAL BLOC - 250G,0.00,Eggs & Dairy,METRO,2.10,5.19
__export__.product_template_22900_bee716a2,22900,DAI1550,EMMENTAL GRATED - 1KG EMMENTAL GRATED - 1KG,0.00,Eggs & Dairy,LA GRANDE CREMERIE,8.58,16.30
__export__.product_template_22867_6a72c932,22867,DAI0010,EMMENTAL GRATED - 200G EMMENTAL RAPE - 200G,0.00,Eggs & Dairy,METRO,1.50,18.82
__export__.product_template_25609_54b98a1c,25609,KOSHER54,EMMENTAL GRATED / EMMENTALLE RAPE - KG   ,0.00,Special Diet,BON GOUT,11.99,29.90
__export__.product_template_22948_8832eba1,22948,BIO0125,EMMENTAL GRATED VEGAN - 500G EMMENTAL RAPE VEGAN - 500G,0.00,Special Diet,METRO,5.30,0.00
__export__.product_template_24048_0a54c891,24048,FRM0001,"EMMENTAL RED LABEL SAVOIE, KG EMMENTAL GD CRU LABEL ROUGE",0.00,Eggs & Dairy,LA GRANDE CREMERIE,0.00,0.00
__export__.product_template_22893_c7bf3b1d,22893,DAI0539,EMMENTAL SLICED - 1KG EMMENTAL TRANCHE - 1KG ,0.00,Eggs & Dairy,METRO,7.59,19.97
__export__.product_template_24085_6f9f017a,24085,DAI0548,EMMENTAL SLICED - 200G EMMENTAL TRANCHE - 200G,0.00,Eggs & Dairy,METRO,4.49,5.10
__export__.product_template_25608_d87ebdcd,25608,KOSHER53,EMMENTALE CHEESE / FROMAGE EMMENTALE - 250GR   ,0.00,Special Diet,BON GOUT,4.99,32.98
__export__.product_template_21171_49d6a576,21171,FZPS001,"EMOTION PETIT FOUR, 48PCS EMOTION PETIT FOUR, 48PCS",0.00,Frozen,LA COMPAGNIE DES DESSERTS,30.86,0.00
__export__.product_template_23261_a20ce4a2,23261,SWT0084,EMPTY CONES X 18PC CORNET GLACE SIMPLE X 18PC,0.00,Dry Goods,METRO,1.75,3.32
__export__.product_template_28239_617781ee,28239,TEA0018,ENGLISH BREAKFAST TEA DAMMANN - 50 BAGS,0.00,All,,0.00,34.00
__export__.product_template_28349_f43f8c68,28349,,ENGLISH BREAKFAST TEA MARIAGE FRERES - 30 BAGS,0.00,All,MARIAGE FRERES,20.00,38.00
__export__.product_template_24388_76d7d47c,24388,GLU28,ENGLISH CLASSIC MUSTARD STOKES MOUTARDE CLASSIQUE ANGLAISE STOKES,0.00,Special Diet,BRITSH  SMITHS,3.63,6.21
__export__.product_template_20898_cfad4cbb,20898,TEX0013,"ENGLISH CLOTTED CREAM, 113GR
CRÈME ÉPAISSE RODDA’S – 113 G",0.00,Eggs & Dairy,BRITSH  SMITHS,3.74,7.11
__export__.product_template_25871_47e7ffe3,25871,SC249,ENGLISH MUFFINS X4  ,0.00,All,BRITSH  SMITHS,0.00,7.31
__export__.product_template_23719_b1f4e480,23719,,ENGLISH PORK SAUSAGE - KG SAUCISSE PORC ANGLAISE  - KG,0.00,Meat,BRITSH  SMITHS,12.00,27.90
__export__.product_template_19850_8af00dd1,19850,TEX0003,ENGLISH SAUSAGES BLAKEMANS 454GR SAUCISSE ANGLAISE BLAKEMANS 454GR,0.00,Meat,BRITSH  SMITHS,2.42,4.12
__export__.product_template_23678_b5a681e8,23678,BACHK064,ENGLISH TURKEY BACON -BACON DE DINDE S/V,0.00,Poultry,BOUCHERIE AGRICOLE,18.80,31.20
__export__.product_template_26815_e7566f25,26815,KOSHER159,EPAULE D'AGNEAU ENTIERE KG,0.00,Special Diet,,0.00,65.78
__export__.product_template_26814_7336efb0,26814,KOSHER158,EPAULE D'AGNEAU ROULE KG,0.00,Special Diet,,0.00,65.78
__export__.product_template_26811_adf0b0d6,26811,KOSHER155,EPAULE DE VEAU KG,0.00,Special Diet,,0.00,61.58
__export__.product_template_28121_d5160ab3,28121,,EPEAUTRE DECORTIQUER,0.00,All,,0.00,0.00
__export__.product_template_23992_46f9b61d,23992,FRM0084,"EPOISE BOURGOGNE AOC , PC EPOISE BOURGOGNE AOC 250GR, PC",0.00,Eggs & Dairy,LA GRANDE CREMERIE,0.00,0.00
__export__.product_template_24558_5791ffd4,24558,DRK076,ERDINGER WEISS - 33CL X 24 ERDINGER WEISS - 33CL X 24,0.00,Drinks,METRO,52.80,4.70
__export__.product_template_22609_7088dfff,22609,,ERIOLA HAMACHI JAPANESE STYLE - KG SERIOLE HAMACHI JAPANESE STYLE - KG,0.00,Fish & Seafood,KAVIARI,37.00,55.97
__export__.product_template_21872_b40d7180,21872,BIO056,ERITHITOL ORGANIC - 500G ERITHITOL BIO - 500G,0.00,Special Diet ,GREEN WEEZ,14.60,0.00
__export__.product_template_25814_8729c3bb,25814,,ERMITAGE SAVOUREUX 250G,0.00,All,,0.00,11.90
__export__.product_template_22622_b7766cae,22622,BIO062,ERYTHRITOL POWDER - 400G POUDRE D'ERYTHRITOL - 400G,0.00,Dry Goods,GREEN WEEZ,11.90,0.00
__export__.product_template_23648_06fe4a3f,23648,FZDUCK-02,ESCALOPE DUCK FOIE GRAS FRZ/KG ESCALOPE FOIE GRAS CANARD 1KG,15.00,Frozen,LES DÉLICES DE SAINT ORENS,48.51,87.50
__export__.product_template_28264_d673237e,28264,FZCM084,ESCALOPE VEAL MILANESE - 5KG,0.00,All,,0.00,135.00
__export__.product_template_20267_7f9df83b,20267,FZESCARGOT02,ESCARGOTS BOURGOGNE STUFFED X12PC ESCARGOTS BOURGOGNE FARCIESX 12PC,0.00,Frozen,METRO,4.99,0.00
__export__.product_template_20592_42a30ebc,20592,ICE0004,"ESPRESSO COFFEE ICE CREAM, 750ML GLACE EXPRESSO, 750ML",15.00,Frozen,CHARLES MARTIN,5.42,14.99
__export__.product_template_24508_31c34baf,24508,NES005,ESPRESSO ORIGIN BRAZIL X 50PC ESPRESSO ORIGINE BRÃ‰SIL X 50PC,0.00,Dry Goods,NESPRESSO FRANCE,0.47,0.71
__export__.product_template_28400_a230f665,28400,,ESSELTE STAND UP STAPLER - AGRAFEUSE,0.00,All,METRO,10.57,20.08
__export__.product_template_25650_d207a555,25650,KOSHER95,ESSENCE - VANILLA ESSENCE 50ML /AROME VANILLE 50ML   ,0.00,Special Diet,BON GOUT,2.29,5.90
__export__.product_template_26294_f48d842d,26294,,ESSENTIAL OIL - EUCALYPTUS,0.00,All,,0.00,16.90
__export__.product_template_25770_e942fc78,25770,,ESSUIE TOUT - ROLL PAPER,0.00,All,,0.00,9.44
__export__.product_template_24110_51a202b2,24110,FRM0146,ETIVAZ - KG ETIVAZ - KG,0.00,Eggs & Dairy,LA GRANDE CREMERIE,27.20,62.04
__export__.product_template_24009_94ec8172,24009,FRM0059,"ETOILE DE GATINE 2 SEVRES PC TOME FENOUIL CHEVRE PROVENCE, 200GR",0.00,Eggs & Dairy,LA GRANDE CREMERIE,0.00,0.00
__export__.product_template_23975_91791a15,23975,FRM0108,ETORKI 1/4 - KG ETORKI 1/4 - KG,0.00,Eggs & Dairy,CARREFOUR,12.24,24.48
__export__.product_template_26444_68fb6041,26444,,EVERYTHING BAGELS - 5PCS IMPORT,0.00,All,,0.00,36.90
__export__.product_template_24893_96b70c2c,24893,DRK029,EVIAN 1L X 6 BOTTLES,0.00,Drinks,,0.00,9.99
__export__.product_template_23375_d696ecbc,23375,DRK007,EVIAN GLASS - 75CL X 12 EVIAN VERRE - 75CL X 12,0.00,Drinks,METRO,17.08,39.99
__export__.product_template_23422_03fc3312,23422,DRK100,EVIAN WATER - 1.5LT X 6 EAU EVIAN -1.5L X 6,0.00,Drinks,METRO,3.52,9.99
__export__.product_template_23391_5855e276,23391,DRK029,EVIAN WATER - 1L X 6 EAU EVIAN - 1L X 6,0.00,Drinks,METRO,2.47,9.99
__export__.product_template_23368_774ece69,23368,DRK006,EVIAN WATER - 33CL X 24 EAU EVIAN - 33CL X 24,0.00,Drinks,METRO,9.58,23.99
__export__.product_template_23429_ebe67882,23429,DRK157,EVIAN WATER - 50CL X 30 EAU EVIAN - 50CL X 30,0.00,Drinks,METRO,11.49,31.90
__export__.product_template_26440_be4c4c80,26440,DRK158,EVIAN WATER - 50CL X 6 EAU EVIAN - 50CL X 6,0.00,Drinks,,0.00,6.90
__export__.product_template_23402_40c3ac72,23402,DRK054,EVIAN WATER GLASS - 33CL X 20 EAU EVIAN VERRE - 33CL X 20,0.00,Drinks,METRO,11.80,39.50
__export__.product_template_19444_2892c0f3,19444,SPAIN42,"EX VIRGIN OLIVE OIL ""FINCA BARCA""5L HUILE D'OLIVE EXTRA VIERGE ""FINCA BARCA""5L",0.00,Oils & Vinegars,FINCA LA BARCA,20.95,37.91
__export__.product_template_23927_0be0dd55,23927,BACHK032,EXCELLENCE GUINEA FOWL MIERAL -PINTADE EXCELLENCE MIERAL,0.00,Poultry,LE COQ SAINT-HONORÉ PARIS,16.65,24.83
__export__.product_template_20442_9db219ec,20442,PUREEPON23,EXOTIC FRUIT PUREE PONTHIER - 1KG PUREE FRUITS EXOTIQUES PONTHIER 1KG,0.00,Fruit,CHARLES MARTIN,8.29,13.90
__export__.product_template_21177_2d528cad,21177,COULIS03,EXOTIC FRUITS GROUT FROZEN - 1KG MANGUE FRUIT COULIS - 1KG,0.00,Frozen,METRO,7.89,14.98
__export__.product_template_20626_4b279eca,20626,DRYSNACK06,EXOTIC MIX BORA BORA NAJA - 160G MELANGE EXOTIQUE BORA BORA NAJA -160G,12.00,Dry Goods,ESPRIT GOURMAND,3.62,6.54
__export__.product_template_21073_cb634d32,21073,PUREEPON33,EXOTIC PUREE PONTHIER 1KG PUREE EXOTIQUE PONTHIER 1KG,0.00,Fruit,METRO,9.15,17.35
__export__.product_template_25047_8e1e7042,25047,,EXPRESS HEAVY DELIVERY,0.00,All,,0.00,"1,985.00"
__export__.product_template_23346_8b4b6fd6,23346,NES007,EXPRESSO DECAFFEINATO X 50PC EXPRESSO DECAFFEINATO X 50PC,0.00,Dry Goods,NESPRESSO FRANCE,0.48,48.00
__export__.product_template_24772_a6994ccf,24772,,EXTRA OLIVE OIL COOKING - 1LT,0.00,All,,0.00,25.17
__export__.product_template_19583_678a0225,19583,ITALIA002,EXTRA OLIVE OIL VICHY - 1L HUILE OLIVE EXTRA VIERGE VICHY - 1L,29.00,Oils & Vinegars,TERRE BORMANE,20.70,41.40
__export__.product_template_28512_08a498a1,28512,,EXTRA PRODUCTS,0.00,All,,0.00,1.00
__export__.product_template_21921_0f1e8c93,21921,BIO091,EXTRA VIRGIN DEMETER OLIVE OIL - 500ML HUILE OLIVE DEMETER VIERGE - 500ML,0.00,Oils & Vinegars,MOULIN DES MOINES,9.31,15.88
__export__.product_template_19633_fa7e27d8,19633,OIL034,"EXTRA VIRGIN OIL ""DRUPA AUREA"" 50CL HUILE EXTRA VIERGE ""DRUPA AUREA""",0.00,Oils & Vinegars,PIETRO ISNARDI,7.73,14.64
__export__.product_template_20783_02c5947b,20783,OIL004,"EXTRA VIRGIN OIL ""FRUCTUS"" 3LT HUILE D'OLIVE EXTRA VIERGE ""FRUCTUS"" 3LT",12.00,Oils & Vinegars,PIETRO ISNARDI,46.55,85.00
__export__.product_template_19442_ad9d05a4,19442,SPAIN14,"EXTRA VIRGIN OIL ""ORO DE ULIA"" SPAIN 3LT HUILE D'OLIVE EXTRA VIERGE ""ORO DE ULIA"" SPAIN 3LT",0.00,Fish & Seafood,LA GUILDIVE,27.00,0.00
__export__.product_template_19625_7507d4d4,19625,OIL009,EXTRA VIRGIN OIL / GINGER 25CL HUILE D'OLIVE EXTRA VIERGE / GINGEMBRE 25CL,0.00,Oils & Vinegars,PIETRO ISNARDI,5.24,9.95
__export__.product_template_19629_4af6ccb0,19629,OIL044,EXTRA VIRGIN OIL WITH ORANGE - 25CL EXTRA VIRGIN OIL AVEC ORANGE - 25CL,11.00,Oils & Vinegars,PIETRO ISNARDI,6.80,12.94
__export__.product_template_20436_5d1b1f57,20436,ESTOUBLON02,EXTRA VIRGIN OLIVE OIL AOP ORGANIC ESTOUBLON - 50CL HUILE OLIVE VIERGE EX AOP BIO ESTOUBLON - 50CL,39.00,Oils & Vinegars,CHATEAU D'ESTOUBLON,23.60,47.20
__export__.product_template_20438_5d9d2fba,20438,ESTOUBLON05,EXTRA VIRGIN OLIVE OIL BERUGUETTE ESTOUBLON - 20CL HUILE EXTRA VIERGE BÉRUGUETTE ESTOUBLON - 20CL,27.00,Oils & Vinegars,CHATEAU D'ESTOUBLON,13.00,26.00
